Funding Org:Name,Date,DocumentWeight,Amount Awarded,Identifier,Topic
The Big Lottery Fund,2006,0.916925826972,6638747.0,33,topic1
The Big Lottery Fund,2007,0.365190208482,1140861.0,13,topic1
The Big Lottery Fund,2008,0.364993564503,1243492.0,13,topic1
The Big Lottery Fund,2009,0.599221799811,6682025.0,22,topic1
The Big Lottery Fund,2010,0.499267488249,471273.0,18,topic1
The Big Lottery Fund,2011,0.448050631647,8176160.0,16,topic1
The Big Lottery Fund,2012,0.351413119851,2170730.0,13,topic1
The Big Lottery Fund,2013,0.478157882485,7736662.0,17,topic1
The Big Lottery Fund,2014,1.93893752823,13450300.5,60,topic1
The Big Lottery Fund,2015,1.10517176115,10018793.2,36,topic1
The Big Lottery Fund,2016,0.839305361002,3203820.0,30,topic1
The Big Lottery Fund,2017,0.482553762002,5197694.0,17,topic1
The Blagrave Trust,2014,0.0276143144456,99000.0,1,topic1
The Blagrave Trust,2016,0.0934939223095,37800.0,3,topic1
The Clothworkers Foundation,2016,0.0306607229984,14850.0,1,topic1
The Dulverton Trust,2005,0.10627071192,33500.0,3,topic1
The Dulverton Trust,2006,0.171807005698,13500.0,5,topic1
The Dulverton Trust,2007,0.149820971337,20400.0,4,topic1
The Dulverton Trust,2008,0.0258185920919,2200.0,1,topic1
The Dulverton Trust,2009,0.0260824230282,2500.0,1,topic1
The Dulverton Trust,2010,0.180792866205,13300.0,5,topic1
The Dulverton Trust,2011,0.026261349108,2500.0,1,topic1
The Dulverton Trust,2013,0.0306607229984,25000.0,1,topic1
The Dulverton Trust,2014,0.0433811390109,10000.0,1,topic1
The Dulverton Trust,2015,0.0254027146825,90000.0,1,topic1
The Dulverton Trust,2016,0.0689324971126,35000.0,2,topic1
The Dulverton Trust,2017,0.0433811390109,30000.0,1,topic1
The Henry Smith Charity ,2012,0.026375555328,11600.0,1,topic1
The Henry Smith Charity ,2014,0.0274926226945,17400.0,1,topic1
The Henry Smith Charity ,2015,0.0510479980237,25920.0,2,topic1
The Robertson Trust,2016,0.0267430361667,45000.0,1,topic1
The Robertson Trust,2017,0.0306607229984,13000.0,1,topic1
The Robertson Trust,2018,0.0618017382729,29500.0,2,topic1
The Tudor Trust,2013,0.0530202960574,32100.0,2,topic1
The Wellcome Trust,2007,0.0621644813526,550000.0,2,topic1
The Wellcome Trust,2016,0.0275629588467,244422.0,1,topic1
Trafford Housing Trust Social Investment,2015,0.0280387897244,4070.0,1,topic1
True Colours Trust,2014,0.0303422545452,1300.0,1,topic1
True Colours Trust,2015,0.051473678722,10200.0,2,topic1
True Colours Trust,2016,0.0322288499105,5000.0,1,topic1
True Colours Trust,2017,0.0621988562754,9000.0,2,topic1
Tuixen Foundation,2010,0.0275715041603,30000.0,1,topic1
Tuixen Foundation,2011,0.0551430083206,45000.0,2,topic1
Tuixen Foundation,2012,0.0275715041603,30000.0,1,topic1
Tuixen Foundation,2013,0.0275715041603,30000.0,1,topic1
Tuixen Foundation,2014,0.0275715041603,30000.0,1,topic1
Tuixen Foundation,2015,0.0275715041603,50000.0,1,topic1
Tuixen Foundation,2016,0.0275715041603,50000.0,1,topic1
Tuixen Foundation,2017,0.0275715041603,50000.0,1,topic1
Virgin Money Foundation,2016,0.0289161405855,40000.0,1,topic1
Wiltshire Community Foundation,2016,0.0259313806415,4806.0,1,topic1
Woodward Charitable Trust,1999,0.0249700569598,2940.0,1,topic1
Woodward Charitable Trust,2007,0.0282579578634,1500.0,1,topic1
Woodward Charitable Trust,2012,0.0281513079182,500.0,1,topic1
Woodward Charitable Trust,2013,0.0887966835337,5500.0,3,topic1
Woodward Charitable Trust,2014,0.0293689088871,300.0,1,topic1
Woodward Charitable Trust,2015,0.0273766761103,1500.0,1,topic1
Woodward Charitable Trust,2016,0.0255714272738,2000.0,1,topic1
Woodward Charitable Trust,2017,0.0803576010861,3500.0,3,topic1
