Identifier,Title,Description,Award Date,Amount Awarded,Funding Org:Identifier,Funding Org:Name,DocumentWeight
360G-blf-0031017304,Rebuilding Hale Village Hall,Not Available,2014-12-16,27640.0,360G-blf,The Big Lottery Fund,0.0500558302965
360G-blf-0030002101,Zennor Village Hall Enhancement,The group will install a tiered staging system at Zennor village hall.,2007-07-16,4941.0,360G-blf,The Big Lottery Fund,0.0500558302965
360G-blf-0031016277,"Cherington, Stourton, Sutton Under Brailes Village Hall",Not Available,2014-11-14,2000.0,360G-blf,The Big Lottery Fund,0.0500558302965
360G-blf-0031000662,Duntocher Village Hall,Duntocher Village Hall,2013-10-25,8200.0,360G-blf,The Big Lottery Fund,0.0500558302965
360G-blf-0031010198,Wessington Village Hall,Not Available,2014-06-16,500000.0,360G-blf,The Big Lottery Fund,0.0500558302965
360G-blf-0031012310,Marchwiel Village Hall Redevelopment,Not Available,2014-07-30,266163.0,360G-blf,The Big Lottery Fund,0.0500558302965
360G-blf-0031014638,Saving our Village Hall,Not Available,2014-10-01,10000.0,360G-blf,The Big Lottery Fund,0.0500558302965
360G-blf-0031008391,Village Hall Revamp,Not Available,2014-05-14,3534.0,360G-blf,The Big Lottery Fund,0.0500558302965
360G-blf-0031011086,Melverley Village Hall Resurfacing Project,Not Available,2014-07-02,10000.0,360G-blf,The Big Lottery Fund,0.0500558302965
360G-blf-0031050640,Kirkliston Village Hall,Kirkliston Village Hall,2017-06-28,12174.0,360G-blf,The Big Lottery Fund,0.0500558302965
360G-ocf-a061600000gBRuG,Harwell Village Hall Redevelopment Project,Refurbishing the kitchen in the village hall.,2015-07-08T00:00:00+00:00,2000.0,GB-CHC-1151621,Oxfordshire Community Foundation,0.0494707447719
360G-QuartetCF-A429227,Grant to Chideock Village Hall,Refurbishment of the Chideock Village hall kitchen.,2016-11-28T00:00:00+00:00,4000.0,GB-CHC-1080418,Quartet Community Foundation,0.0492807360408
360G-blf-0030091094,Replace Village Hall flooring,This is a project by a charity in Chelmsford who will use funding to install new flooring in the sports hall of the Village Hall.,2010-08-26,6970.0,360G-blf,The Big Lottery Fund,0.0492257492967
360G-blf-0030024054,Stour Provost Village Hall,This group will use funding to install a disabled toilet and improve kitchen facilities in their village hall. The project will enable the village hall to provide more community activities and encourage more people to take part.,2008-10-20,10000.0,360G-blf,The Big Lottery Fund,0.0489120936953
360G-blf-0030022511,Middleton Village Hall Makeover,This village hall group will use an award to install new central heating at the hall. They will also redecorate the hall and install portable staging.,2008-09-11,9632.0,360G-blf,The Big Lottery Fund,0.0488911308917
360G-blf-0030101790,Temple Village Hall Refurbishment - Phase One,"This group will refurbish the kitchen of Temple Village Hall, rewire the hall and install a fire alarm system.",2009-12-11,10000.0,360G-blf,The Big Lottery Fund,0.0488326465696
360G-blf-0030040539,Village Hall Renovations,The group will provide new flooring in this well used village hall.,2006-05-24,4096.0,360G-blf,The Big Lottery Fund,0.0488114721291
360G-blf-0030024573,Harringworth Hall Repairs,"This project by the trustees of Harringworth Village Hall, Corby, aims to increase the use of the village hall and make it more attractive for users.",2008-09-15,10000.0,360G-blf,The Big Lottery Fund,0.0487769580106
360G-blf-0031019057,Village Hall Project - Re-roofing of the village hall building,Not Available,2015-02-11,10000.0,360G-blf,The Big Lottery Fund,0.0485646626658
360G-blf-0030000754,CATERING,The group will improve the catering facilities in their village hall.,2007-07-16,2500.0,360G-blf,The Big Lottery Fund,0.0485161567356
360G-blf-0031018611,Enhancement of Facilities for Village Hall,Not Available,2015-01-28,10000.0,360G-blf,The Big Lottery Fund,0.0485161567356
360G-blf-0030008345,Village Hall Development Fund,This group will upgrade and renew facilities in the Chapel Hall.,2006-11-16,9900.0,360G-blf,The Big Lottery Fund,0.0483644968017
360G-blf-0030024901,Re-Roofing of Village Hall,This Village Hall will replace and insulate the roof of the Hall.,2008-08-11,7000.0,360G-blf,The Big Lottery Fund,0.0482604181372
360G-blf-0031031931,Village Hall Refurbishment,This charity will use the funding to install insulation in the village hall. This will ensure that the hall is warm which will encourage local people to use the hall for community events and activities.,2016-03-02T00:00:00+00:00,9780.0,360G-blf,The Big Lottery Fund,0.0481896373179
360G-blf-0030023428,Village Hall Upgrade,"A project by this village hall committee based in Hanley Boradheath, Tenbury Wells, to refurbish the village hall and improve kitchen facilities.",2009-01-19,8149.0,360G-blf,The Big Lottery Fund,0.0479768502821
360G-blf-0030134745,New Boxgrove Village Hall Project,This is a project to create a new hall and this development grant will enable the group to develop their project further.,2007-11-26,4000.0,360G-blf,The Big Lottery Fund,0.0479701343897
360G-blf-0030050155,New Floor for Billington Village Hall,This is a project by a charity based in Leighton Buzzard. The group will use funding to lay a new flooring in the main hall at the village hall.,2011-08-25,10000.0,360G-blf,The Big Lottery Fund,0.0479461278244
360G-blf-0030007307,Chorley Village Hall Refurbishment Phase 2,This village hall will make improvements to the appearance of the hall and refurbish the kitchen.,2007-02-09,9998.0,360G-blf,The Big Lottery Fund,0.0478765167745
360G-blf-0030098273,Grazeley Village Hall kitchen refurbishment project,This village hall in Grazeley will use an award to refurbish their kitchen. The project will improve the facilities of the hall to meet the demands of current users and help encourage more community groups to use the hall.,2009-12-03,6000.0,360G-blf,The Big Lottery Fund,0.0476863482418
360G-blf-0030044890,Refurbishment of Pilton Village Hall,The final stage of the upgraded village hall will provide equipment for using inside the new hall. ,2006-03-30,5000.0,360G-blf,The Big Lottery Fund,0.0476471283454
360G-blf-0031050156,New Boiler System for the Village Hall,"A new boiler system will be purchased with this funding for the local village hall. This will improve the comfort and facilities at the hall, benefitting a wide range of community groups who use the space, as well as reducing hall expenditure on inefficient heating.",2017-06-14,4180.0,360G-blf,The Big Lottery Fund,0.0474549687483
360G-blf-0030002556,Littlebury Village Hall,The group will make improvements to the hall's kitchen facilities.,2007-08-29,10000.0,360G-blf,The Big Lottery Fund,0.0474512440144
360G-SE-2012007225LOTT,Britannia Village Hall,Funding under Sport England's Inspired Facilities funding programme for a Capital project titled 'Britannia Village Hall'. This project lists its main activity as Multi Sports. This funding has contributed towards a Village/Community Hall - Village/Community Hall (Village/Community Hall ),2012-10-28T00:00:00+00:00,50000.0,GB-COH-RC000766,Sport England,0.0473711389576
360G-SE-2014009235LOTT,A new village hall for Broadhempston,Funding under Sport England's Inspired Facilities funding programme for a Capital project titled 'A new village hall for Broadhempston'. This project lists its main activity as Multi Sports. This funding has contributed towards a Village/Community Hall - Village/Community Hall (Village/Community Hall ),2014-10-13T00:00:00+00:00,75000.0,GB-COH-RC000766,Sport England,0.0473711389576
360G-blf-0030135874,Firbeck Village Hall Development Project,The project is to upgrade and extend the Village Hall and this development grant will enable the group to develop their project further.,2007-11-26,12493.0,360G-blf,The Big Lottery Fund,0.0473015702555
360G-blf-0030136626,Burgh by Sands Village Hall,This is a project to redevelop and upgrade the Village Hall in Burgh by Sands and this development grant will enable the group to develop their project further.,2007-11-26,17500.0,360G-blf,The Big Lottery Fund,0.0473015702555
360G-blf-0030134231,Lowick Village Hall Refurbishment,This is a project to upgrade the village hall and this development grant will enable the group to develop their project further.,2007-11-26,13047.0,360G-blf,The Big Lottery Fund,0.0472605927098
360G-COOPGROUP-1896,Grant to Crawley Down Village Hall,The doors at the Village Hall badly need replacing and are solid Oak in keeping with the age of the Hall.,2017-08-04,830.02,GB-COH-IP00525R,Co-operative Group,0.0472527457539
360G-blf-0030055808,Refurbishment of Down Hatherley Village Hall,This is a project by a charity in Tewkesbury. The group will use funding to make health and safety improvements to a village hall. This will provide better facilities for people in the community and increase use of the hall.,2012-02-09,8187.0,360G-blf,The Big Lottery Fund,0.0472402135974
360G-blf-0030087523,"Wethacoting paint to external walls, rewiring electrical system",Studham Village Hall will use an award to repair external walls and re-wire the electrical system at the hall. This will improve the hall as a whole and enable the facilities to be available for local community to access.,2010-03-31,5233.0,360G-blf,The Big Lottery Fund,0.0471869101014
360G-blf-0030002358,Okamoor Village Hall Restoration,This group in Stoke on Trent will make improvements to the village hall.,2007-07-16,1000.0,360G-blf,The Big Lottery Fund,0.0471407900865
360G-blf-0030045168,Village Hall refurbishment,The group aims to provide a village hall for the residents of Swallow and Cuxwold.  The project is for the renovation of the existing building.  The newly renovated facilities will both improve the current use of the Village Hall and extend the uses to which the Hall can be used for. The award is for refurbishment of the toilets.,2006-03-17,5000.0,360G-blf,The Big Lottery Fund,0.0470200580275
360G-blf-0030003748,Refurbishment of Codsall Village Hall,This group will use their award to refurbish the village hall in Codsall.,2007-11-19,10000.0,360G-blf,The Big Lottery Fund,0.046962545105
360G-blf-0030087739,Cold Kirby Village Hall Refurbishment,"This charity in Yorkshire maintains and manages the hall in the village. They will use the award to replace the roof of the hall, increase electrical sockets and install a kitchen. The project will improve the community building to enable the wider community use the hall.",2010-04-22,6000.0,360G-blf,The Big Lottery Fund,0.046958211173
360G-blf-0030088097,Cavendish Memorial Village Hall Kitchen Modernisation,This group based in West Suffolk will use an award to provide a new kitchen in the village hall. The project will improve the facilities of the hall and extend the use of the hall to the wider commuinty.,2010-02-25,10000.0,360G-blf,The Big Lottery Fund,0.046849774844
360G-blf-0030088756,Weeting Village Hall Kitchen Refurbishment,This village hall committee in Norfolk will refurbish the village hall's kitchen as it is currently unsuitable for use.,2010-02-25,3396.0,360G-blf,The Big Lottery Fund,0.0468250721513
360G-blf-0030055388,Pudleston Village Hall Project - Internal Insulation,"Pudleston Village Hall in Leominster, Herefordshire, will use the funding to insulate the walls and ceiling of the village hall, improving the building's energy efficiency.",2012-01-19,10000.0,360G-blf,The Big Lottery Fund,0.0468098720308
360G-blf-0030007782,Village Hall Improvements,This village hall will extend its current hall to give more space to user groups such as after-school clubs. The heating will also be upgraded to make the hall more comfortable for the benefit of all local community users of the hall.,2006-12-15,10000.0,360G-blf,The Big Lottery Fund,0.0467882135421
360G-blf-0030015320,Village Hall Kitchen and Hall Refurbishment.,"A project by this community group based in Aust, South Gloucestershire, to refurbish the village hall kitchen and carry out general repairs to the hall. Currently the hall is in a state of disrepair and the refurbishment will attract more users to the hall.",2009-02-16,6149.0,360G-blf,The Big Lottery Fund,0.0467799468539
360G-blf-0031029692,Huntley Village Hall,The group will use the funding to improve the village hall roof which is leaking and causing damage to the property. This will allow existing and future usage of the hall and itsâ€™ facilities.,2015-12-09T00:00:00+00:00,10000.0,360G-blf,The Big Lottery Fund,0.0467719119016
360G-blf-0030047416,Hennock Village Hall Project,The group will provide a new heating system for the village hall.,2006-03-30,5000.0,360G-blf,The Big Lottery Fund,0.0466643907319
360G-blf-0031000264,Internal Refurbishment/Renovation of MiddletonSt George WI Hall,This is a project by a charitable organisation in Darlington. The organisation will use the funding to renovate the local village hall. This will bring the village hall up to standards and allow more community members/groups to use the village hall for activities.,2013-10-10,6717.0,360G-blf,The Big Lottery Fund,0.0466636185792
360G-blf-0030022039,Swinefleet Village Hall Sustainability Project,This village hall management committee will use an award to damp-proof the village hall. This will continue the use of the village hall for the local community and improve the condition of the hall.,2008-09-23,10000.0,360G-blf,The Big Lottery Fund,0.0466327779975
360G-blf-0030019628,Redevelopment of Bucklands Dinham Village Hall Kitchen,A project by this Buckland based charitable group will redevelop the village hall kitchen facilities for members of the local community. the new facilities will enable local groups to utilise the hall more effectively.,2008-05-19,7500.0,360G-blf,The Big Lottery Fund,0.046613516356
360G-blf-0030092351,Moulton Village Hall Redevelopment Project,This is a project by a village hall based in Suffolk. The group will use the funding to purchase a new kitchen and changing rooms for the village hall.,2010-06-17,9932.0,360G-blf,The Big Lottery Fund,0.046564855277
360G-blf-0030017688,Linton on Ouse Village Hall Access and Refurbishment Project,This charity in York will use the funding to build disabled toilet facilities in a village hall and improve its access.,2010-12-16,10000.0,360G-blf,The Big Lottery Fund,0.0464634732299
360G-blf-0031033196,Updating Knossington Village Hall,The group will use the funding to modernise the outdated facilities in the village hall and to purchase a childrenâ€™s defibrillator. This will make the hall more attractive and provide a potentially life-saving piece of equipment for pre-school users.,2016-03-23T00:00:00+00:00,5980.0,360G-blf,The Big Lottery Fund,0.0464106531945
360G-blf-0030024405,Refurbishment of Oborne Village Hall,A project by this village hall management committee from Sherborn in Dorset to improve the access to their village hall for disabled people.  The group will also refurbish parts of the hall including their multi purpose room.,2008-08-18,9910.0,360G-blf,The Big Lottery Fund,0.0464045365711
360G-blf-0030011661,Harkstead Village Hall Kitchen Restoration,The village hall will upgrade the existing kitchen facilities within the hall to make them available for public use. The project follows recommendations made by the local authority.,2007-02-16,7503.0,360G-blf,The Big Lottery Fund,0.0464007326828
360G-blf-0030094436,Village Hall Refurbishment,"A project by this Aston Somerville group to refurbish the local village hall due to health and safety regulations, for the benefit of all users of the hall through the provision of insulation and the fitting of a new kitchen. urtains.",2009-05-27,10000.0,360G-blf,The Big Lottery Fund,0.0463500263773
360G-blf-0030097669,Toilet/ Changing rooms facilities and Large Hall New Flooring Project,This group manage and maintain the Mundford Village Hall based in Norfolk. The group will use an award to replace the flooring throughout the village hall. The new flooring will enable the hall to remain open and available to local community groups who use the hall. In addition it will also enable more groups to use the hall facilities.,2009-10-29,6203.0,360G-blf,The Big Lottery Fund,0.0463245177054
360G-blf-0030135861,Rempstone Village Hall Replacement Project,This is a project to rebuild Rempstone Village Hall. This development grant will enable the group to develop their project further.,2007-11-26,12036.0,360G-blf,The Big Lottery Fund,0.0463151369893
360G-blf-0030079884,Glasbury (Radnor) Village Hall,The project is to improve facilities at a village hall. The money is for a sound system.,2008-04-23,2442.0,360G-blf,The Big Lottery Fund,0.0462945059617
360G-blf-0030029178,New flooring,New flooring in the village hall will enable several groups who use the hall to continue to do so.,2006-01-19,5000.0,360G-blf,The Big Lottery Fund,0.0462926808838
360G-blf-0031011003,Revitalise Hildersham Village Hall as a vibrant community asset,Not Available,2014-07-02,9608.0,360G-blf,The Big Lottery Fund,0.0462591657489
360G-blf-0031008442,Community Ownership of the Village Hall,Not Available,2014-05-14,9500.0,360G-blf,The Big Lottery Fund,0.0462591657489
360G-blf-0031018548,Equipping the Thornton-le-Moor Village Community Hall,Not Available,2015-01-28,3561.6,360G-blf,The Big Lottery Fund,0.0462591657489
360G-CFTyneWearNland-161831,Towards Community Access Defibrillator at Village Hall,Towards Community Access Defibrillator at Village Hall,2016-03-09T00:00:00+00:00,1431.0,GB-COH-02273708,Community Foundation serving Tyne & Wear and Northumberland,0.0462591657489
360G-blf-0031018379,Protecting our village hall for the community,Not Available,2015-01-26,10000.0,360G-blf,The Big Lottery Fund,0.0462591657489
360G-blf-0031030080,Village Hall Upgrade,The group will use the funding to refurbish the kitchen in the village hall. This will increase healthy and safety and improve the environment of the hall.,2015-12-16T00:00:00+00:00,8600.0,360G-blf,The Big Lottery Fund,0.0462558506675
360G-blf-0030136586,Redevelopment and restoration of Ratley Village Hall,The project is to provide modern facilities in Ratley Village Hall and this development grant will enable the group to develop their project further.,2007-11-26,11915.0,360G-blf,The Big Lottery Fund,0.0462391967479
360G-blf-0031042263,Extension and Refurbishment to the Toilets at Cockfield Village Hall,This organisation will use the funding to refurbish the toilet facilities at the village hall. This will improve the facilities of the hall for community use.  ,2016-11-16T00:00:00+00:00,10000.0,360G-blf,The Big Lottery Fund,0.0462058615056
360G-blf-0030057138,Ashmansworth Village Hall Internal Refurbishment Phase 1,"This is a project by a village hall group in Hampshire. The group will use funding to purchase and install new flooring within the main hall of its premises, benefiting the whole community.",2010-12-21,2600.0,360G-blf,The Big Lottery Fund,0.046202776757
360G-blf-0030078984,Renovation & Upgrading of Community Hall,The project is to improve facilities at a village hall. The money is for a heating system.,2009-01-19,5000.0,360G-blf,The Big Lottery Fund,0.0461955603533
360G-blf-0030119320,Electrical Rewiring of Our Village Hall,"This group will upgrade the elctrical wiring of Cummertrees Village Hall. The project will improve the village hall to provide better facilities for all members of the community. The grant will fund rewiring of the halls electrical system, and installation of new heaters in the kitchen and toilets.",2012-05-17,8462.0,360G-blf,The Big Lottery Fund,0.0461879654666
360G-blf-0030068184,Village Hall Renovation,"This is a project by a charity in Southwick, Northamptonshire.  The group will use the funding to renovate the flooring in the village hall used by the community. This will improve the group's facilities and safety and access for continued communal activities for beneficiaries.",2013-05-09,9880.0,360G-blf,The Big Lottery Fund,0.0460801145464
360G-blf-0030007986,New Village Hall for Comberton,The village hall committee will install new access ramps at the main entrance and all fire exits in order to comply with DDA regulations. The installation of these facilities will enable the new hall to be opened and to provide more opportunities for disabled users to make use of the hall.,2006-10-23,5000.0,360G-blf,The Big Lottery Fund,0.0460741478441
360G-blf-0030007784,Village Hall Renovation,A project to re-roof this village hall in Jackfield.,2006-11-10,5810.0,360G-blf,The Big Lottery Fund,0.0460299385344
360G-blf-0030028905,Re-roofing Breinton Village Hall,A project to re-roof this village hall in Hereford.,2006-01-04,5000.0,360G-blf,The Big Lottery Fund,0.0460299385344
360G-blf-0031031108,Redevelopment and refurbishment of the Village Hall in Hayton,"The group will use the funding to refurbish the village hall. This will increase the available space, improve accessibility and facilities available to the community.  ",2016-02-03T00:00:00+00:00,9900.0,360G-blf,The Big Lottery Fund,0.045998117776
360G-blf-0030077955,Comfort in our Village Hall,"A project to improve facilities at this village hall situated in Little Compton, Stratford upon Avon.",2007-07-16,4766.0,360G-blf,The Big Lottery Fund,0.0459978545102
360G-blf-0030134679,Welbourn Village Hall Development Project,The project consists of redeveloping and extending facilities of village hall and this development grant will enable the group to develop their project further.,2007-11-26,16823.0,360G-blf,The Big Lottery Fund,0.0459287109847
360G-blf-0030091264,Lymm Village Hall Enhancement Scheme,This parish council will use funding to install disabled toilets and new kitchen facilities into the village hall. This will increase access to the hall and provide better catering facilities for groups using it.,2010-05-13,6350.0,360G-blf,The Big Lottery Fund,0.0459260916038
360G-blf-0031054349,Main Hall Renovation,This group will use the funding to go towards renovating the main hall within the village hall to make it appropriate for activities and functions.  ,2017-11-08,10000.0,360G-blf,The Big Lottery Fund,0.0459170424748
360G-blf-0030009319,North Marston Village Hall Committee,"This village hall will replace the concrete path, which surrounds the hall.",2006-12-21,2314.0,360G-blf,The Big Lottery Fund,0.0459147888378
360G-blf-0030134772,Wallops Parish Hall Refurbishment,This is a project to improve the new village hall and this development grant will enable the group to develop their project further.,2007-11-26,17000.0,360G-blf,The Big Lottery Fund,0.0459028591676
360G-blf-0030015466,Village Hall Car Parking,"A project to improve the access and facilities at this village hall in Fulford, Stoke-on-Trent.",2009-02-16,10000.0,360G-blf,The Big Lottery Fund,0.045863905568
360G-blf-0030050240,Onibury Village Hall New Kitchen Project,"Onibury Village Hall, a charity in Craven Arms, Shropshire, will install a new kitchen at their village hall for community use. This will improve the facilities to make them accessible to people with disabilities and to accommodate the increase in users.",2011-12-22,5230.0,360G-blf,The Big Lottery Fund,0.0458538809232
360G-blf-0030055698,Almeley Village Hall Insulation Project,"This is a project by a charity in Almeley, Herefordshire. The group will use the funding to provide insulation to the village hall and make it more energy efficicient.",2012-02-16,10000.0,360G-blf,The Big Lottery Fund,0.0458281464139
360G-blf-0030088191,Bradwell On Sea Village Hall Kitchen Refurbishment,"This village hall committee in Bradwell on Sea, Essex, will refurbish the village hall's kitchen as it is currently unsuitable for use. With the refurbishment, the village hall will be available to the community to come together for activities and events.",2010-04-08,7900.0,360G-blf,The Big Lottery Fund,0.04579547184
360G-blf-0031005046,VILLAGE HALL IMPROVEMENTS AND REFURBISHMENT,"This is a project by a charity in Grainthorpe, Lincolnshire. The group will use the funding to renovate the deteriorating village hall by upgrading the toilet facilities, electrical wiring and heating. This will improve facilities at the hall which is used by the whole community, ensuring that it meets health and safety requirements.",2014-02-27,9167.0,360G-blf,The Big Lottery Fund,0.0457046232087
360G-blf-0030079454,Upgrade of Village Hall,"The project is to improve facilities at a village hall. The money is for a portable stage, curtains and PA system.",2008-12-15,4919.0,360G-blf,The Big Lottery Fund,0.0456835299014
360G-blf-0030004747,Refurbishment of Jubilee Village Hall,An award will allow this group to refurbish the village hall with the aim of opening up the hall to greater use from the community.,2008-03-19,10000.0,360G-blf,The Big Lottery Fund,0.0456620908831
360G-blf-0030023951,Village Hall Exterior Porch,This community group would use funding to build an exterior porch over the entrace of their hall.,2008-10-20,1300.0,360G-blf,The Big Lottery Fund,0.0456433081908
360G-blf-0030020768,Village Hall - Upgrade,"This village hall will use an award to make upgrades to the village hall. This will improve the facilities available. The award will include funding for ceilings and lights, wash and basin, hot water cylinder, and new fuse board.",2008-04-09,4300.0,360G-blf,The Big Lottery Fund,0.0456304230996
360G-blf-0030000844,Improvements to Village Hall,A project by this charity to refurbish the village hall.,2007-10-22,5000.0,360G-blf,The Big Lottery Fund,0.0455732033339
360G-blf-0030011314,Village Hall Improvements,Eversden Village Hall provide facilities for the benefit of local residents and groups. The project is to renovate and refurbish the village hall to support current and promote new activities.,2007-04-26,10000.0,360G-blf,The Big Lottery Fund,0.0455704548674
360G-blf-0030017408,Community Access Chidham & Hambrook Village Hall,This is a project by a village hall in Chichester. The group will use the funding to provide access to the hall for people with mobility needs.,2011-03-24,7860.0,360G-blf,The Big Lottery Fund,0.0455641337435
360G-blf-0030134855,Billingley Community Village Hall Project,The project is to provide a village hall for the village of  Billingley and this development grant will enable the group to develop their project further.,2007-11-26,3064.0,360G-blf,The Big Lottery Fund,0.0454432171531
360G-blf-0031001483,Access for all into the Village Hall,This charity in Ashbrittle near Wellington will use the funding to provide disabled access from the roadside to the main door of the village hall. This will improve the communitys facilities and allow all members of the community to access and attend events at their local village hall.,2013-11-28,2305.0,360G-blf,The Big Lottery Fund,0.0454424616967
360G-blf-0030001507,Repairs and renovations to Exterior of Village Hall,The windows of this village hall will be replaced.,2007-08-20,7500.0,360G-blf,The Big Lottery Fund,0.0454328681386
360G-blf-0030018267,Centenary Refurbishment Project,"This is a project by a community group in Lindridge, Malvern Hills. The group will use the funding to install new disabled toilet facilities in their village hall so more people can use the hall.",2010-12-22,9500.0,360G-blf,The Big Lottery Fund,0.0454245131724
360G-blf-0030134826,Helsington and Brigsteer New Village Hall,This project is to replace the existing village hall and this development grant will enable the group to develop their project further.,2007-11-26,14560.0,360G-blf,The Big Lottery Fund,0.0454042152895
