Funding Org:Name,Date,DocumentWeight,Amount Awarded,Identifier,Topic
Staples Trust,2016,0.0391274160395,250000.0,1,topic13
The Big Lottery Fund,2004,0.150294677182,1018562.0,4,topic13
The Big Lottery Fund,2005,0.391235205396,396626.0,10,topic13
The Big Lottery Fund,2006,0.895742650377,650470.0,21,topic13
The Big Lottery Fund,2007,0.852101750982,234712.0,21,topic13
The Big Lottery Fund,2008,0.320938021993,743548.0,8,topic13
The Big Lottery Fund,2009,0.40047318168,85539.0,10,topic13
The Big Lottery Fund,2010,0.27193801851,430264.0,7,topic13
The Big Lottery Fund,2011,0.199597890841,42042.0,5,topic13
The Big Lottery Fund,2012,0.125124680288,207084.0,3,topic13
The Big Lottery Fund,2013,0.396593302099,78292.43,9,topic13
The Big Lottery Fund,2014,3.50572835053,57784043.51,74,topic13
The Big Lottery Fund,2015,1.67894488496,1831722.0,36,topic13
The Big Lottery Fund,2016,1.11711635204,4996237.0,25,topic13
The Big Lottery Fund,2017,0.476341968937,681679.0,11,topic13
The Clothworkers Foundation,2016,0.113489814435,34225.0,3,topic13
The Dulverton Trust,2005,0.276625133655,86500.0,6,topic13
The Dulverton Trust,2006,0.217146624775,39000.0,5,topic13
The Dulverton Trust,2007,0.358313043325,125500.0,8,topic13
The Dulverton Trust,2008,0.10558925345,22500.0,2,topic13
The Dulverton Trust,2009,0.135387679052,28000.0,3,topic13
The Dulverton Trust,2010,0.0403706188164,25000.0,1,topic13
The Dulverton Trust,2012,0.0603268064012,12000.0,1,topic13
The Dulverton Trust,2016,0.0510617985798,5000.0,1,topic13
The Dulverton Trust,2017,0.0510617985798,1500.0,1,topic13
The Dunhill Medical Trust,2011,0.0409632498166,52500.0,1,topic13
The Henry Smith Charity ,2012,0.154948094964,40750.0,4,topic13
The Henry Smith Charity ,2013,0.0388909544449,50000.0,1,topic13
The Henry Smith Charity ,2014,0.0810383398774,69770.0,2,topic13
The Henry Smith Charity ,2016,0.0378988789801,110000.0,1,topic13
The Henry Smith Charity ,2017,0.0367782748317,1400.0,1,topic13
The Joseph Rank Trust,2017,0.120653612802,47000.0,2,topic13
The Robertson Trust,2015,0.141942307721,124500.0,3,topic13
The Robertson Trust,2017,0.238737308861,932000.0,5,topic13
The Robertson Trust,2018,0.0979246247886,350000.0,2,topic13
The Tudor Trust,2013,0.040056533595,30000.0,1,topic13
The Tudor Trust,2014,0.161068702388,249000.0,4,topic13
The Tudor Trust,2015,0.117610252007,49000.0,3,topic13
The Tudor Trust,2016,0.0795688202753,55000.0,2,topic13
The Tudor Trust,2017,0.154898365496,74100.0,4,topic13
The Wellcome Trust,2010,0.101005122925,5100790.0,2,topic13
The Wellcome Trust,2013,0.0406783165233,72870.0,1,topic13
Trafford Housing Trust Social Investment,2015,0.0462300729807,986.0,1,topic13
Walcot Foundation,2014,0.0470047198259,375.0,1,topic13
Walcot Foundation,2015,0.163290538781,9905.0,3,topic13
Walcot Foundation,2016,0.23323716247,12076.0,5,topic13
Wolfson Foundation,2014,0.0786341622778,134000.0,2,topic13
Wolfson Foundation,2015,0.223617256351,380000.0,5,topic13
Wolfson Foundation,2016,0.146728774252,603000.0,3,topic13
Woodward Charitable Trust,1997,0.0423169047135,1000.0,1,topic13
Woodward Charitable Trust,1998,0.0875463755886,1500.0,2,topic13
Woodward Charitable Trust,1999,0.253262416758,24000.0,5,topic13
Woodward Charitable Trust,2000,0.0444476135858,1000.0,1,topic13
Woodward Charitable Trust,2002,0.0836327680861,40000.0,2,topic13
Woodward Charitable Trust,2006,0.0419732985623,1000.0,1,topic13
Woodward Charitable Trust,2010,0.0469644512355,4350.0,1,topic13
Woodward Charitable Trust,2016,0.041609949377,650.0,1,topic13
