Funding Org:Name,Date,DocumentWeight,Amount Awarded,Identifier,Topic
Paul Hamlyn Foundation,2012,0.0542464530521,332000.0,2,topic12
Pears Foundation,2016,0.0466390417366,50000.0,1,topic12
Quartet Community Foundation,2016,0.17448521446,5831.25,6,topic12
Quartet Community Foundation,2017,0.34276173336,23199.0,12,topic12
Quartet Community Foundation,2018,0.0325438536476,2500.0,1,topic12
Quixote Foundation,2003,0.0278012759759,32000.0,1,topic12
R S Macdonald Charitable Trust,2015,0.0255733712444,34808.0,1,topic12
R S Macdonald Charitable Trust,2016,0.024563856272,48253.0,1,topic12
R S Macdonald Charitable Trust,2017,0.0267595639763,40000.0,1,topic12
The Big Lottery Fund,2004,0.409559080981,959435.0,15,topic12
The Big Lottery Fund,2005,0.749847866465,1230185.0,28,topic12
The Big Lottery Fund,2006,0.640063075048,873917.0,25,topic12
The Big Lottery Fund,2007,0.56423338625,2351975.0,20,topic12
The Big Lottery Fund,2008,0.362848907386,569502.0,14,topic12
The Big Lottery Fund,2009,0.237005945498,313190.0,9,topic12
The Big Lottery Fund,2010,0.439238897416,561099.0,17,topic12
The Big Lottery Fund,2011,0.466653233177,2913658.0,18,topic12
The Big Lottery Fund,2012,0.29326032422,497164.99,11,topic12
The Big Lottery Fund,2013,0.63702064201,2026577.37,23,topic12
The Big Lottery Fund,2014,1.29005682092,950603.17,39,topic12
The Big Lottery Fund,2015,1.14409203854,2119330.28,42,topic12
The Big Lottery Fund,2016,0.908607473881,825286.0,33,topic12
The Big Lottery Fund,2017,0.490469796474,963160.0,19,topic12
The Blagrave Trust,2014,0.0253718151152,90000.0,1,topic12
The Blagrave Trust,2015,0.0307655166091,60000.0,1,topic12
The Blagrave Trust,2016,0.0243265866508,10000.0,1,topic12
The Dulverton Trust,2005,0.0267158933123,1500.0,1,topic12
The Dulverton Trust,2006,0.148556500559,21500.0,4,topic12
The Dulverton Trust,2008,0.150301640793,21500.0,4,topic12
The Dulverton Trust,2009,0.057381015533,23000.0,2,topic12
The Dulverton Trust,2010,0.104916971073,36000.0,3,topic12
The Dulverton Trust,2014,0.0466390417366,46000.0,1,topic12
The Henry Smith Charity ,2012,0.131103419107,280750.0,5,topic12
The Henry Smith Charity ,2014,0.0479124067626,90700.0,2,topic12
The Robertson Trust,2015,0.0259356792203,37500.0,1,topic12
The Robertson Trust,2016,0.0265189633146,2500.0,1,topic12
The Robertson Trust,2017,0.0488760958054,5500.0,2,topic12
The Tudor Trust,2015,0.0568983699565,175000.0,2,topic12
The Wellcome Trust,2015,0.0729037963957,7790.0,2,topic12
The Wellcome Trust,2016,0.0789054777845,48557.0,3,topic12
The Wellcome Trust,2017,0.0275369264792,1552401.0,1,topic12
True Colours Trust,2016,0.0733549350489,10000.0,2,topic12
True Colours Trust,2018,0.0277228838945,10000.0,1,topic12
Tuixen Foundation,2012,0.0256779085506,5000.0,1,topic12
Tuixen Foundation,2017,0.0256779085506,10000.0,1,topic12
Walcot Foundation,2012,0.0292423713323,100000.0,1,topic12
Walcot Foundation,2013,0.0251354703746,58773.0,1,topic12
Walcot Foundation,2017,0.0251354703746,72985.0,1,topic12
Wolfson Foundation,2015,0.0466390417366,150000.0,1,topic12
Wolfson Foundation,2016,0.0466390417366,150000.0,1,topic12
Woodward Charitable Trust,1997,0.0380280568982,5000.0,1,topic12
Woodward Charitable Trust,1998,0.0736066714247,10500.0,2,topic12
Woodward Charitable Trust,2001,0.0258722592805,500.0,1,topic12
Woodward Charitable Trust,2002,0.0240697484434,2500.0,1,topic12
Woodward Charitable Trust,2003,0.0309805609421,600.0,1,topic12
Woodward Charitable Trust,2005,0.0363669814575,500.0,1,topic12
Woodward Charitable Trust,2006,0.0272136371009,100.0,1,topic12
Woodward Charitable Trust,2007,0.0242255845379,500.0,1,topic12
Woodward Charitable Trust,2009,0.0784347546532,2900.0,3,topic12
Woodward Charitable Trust,2010,0.02658899704,800.0,1,topic12
Woodward Charitable Trust,2011,0.0778462413174,2700.0,3,topic12
Woodward Charitable Trust,2014,0.190014405733,4600.0,6,topic12
Woodward Charitable Trust,2015,0.0264828456696,500.0,1,topic12
Woodward Charitable Trust,2016,0.029718575637,1000.0,1,topic12
Woodward Charitable Trust,2017,0.0593653286563,2000.0,2,topic12
